,나이,성별,직장,수면어려움정도,워치유저,워치착용슬립,어플사용유무,어플명,어플사용이유,잠필요시기,해결법,잠필요시기1,해결법1,어플-슬립사이클,어플-필로우,어플-오토슬립,어플-슬립지,어플-슬립워치,어플-스노어랩,어플-슬립모니터,어플-SaA,어플-삼성,어플-워치,어플-애플,어플-샤오미,어플-calm,어플-Asmr,어플-유튜브,어플-기타,연령대,이유-알람,이유-수면 모니터링,이유-수면 분석 리포트,이유-수면 유도,"이유-코골이, 이갈이 등 녹음"
126,22,남성,학생,1,0,0,0,NO,NO,,,매일,그런 적이 없다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
127,26,남성,학생,8,0,0,0,NO,NO,,,언제나이긴하지만 학생이다보니 특히 시험기간에 잠을 가장 자고싶긴하죠 ㅎㅎ,"저녁부터 술을 때려 넣고 골아 떨어지는 방법, 그리고 낮잠을 절대 안자고 일찍 일어나서 밤에 극도로 피곤하게끔 만들기도 한다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
128,20,여성,학생,5,0,0,0,NO,NO,,,시험기간,"카페인 섭취,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
129,22,여성,학생,4,1,0,0,NO,NO,,,매일,잠이 올 때까지 안 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
130,21,여성,학생,6,0,0,0,NO,NO,,,"시험 기간, 학회 프로젝트 준비 기간, 아플 때",잠에 들길 바라며 계속 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
131,25,남성,시험 준비생,7,0,0,0,NO,NO,,,매일 밤,Asmr 등을 듣지만 큰 효과는 없다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
132,25,여성,학생,1,0,0,1,슬립사이클,수면 모니터링,매일,asmr,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
133,34,남성,직장인,8,0,0,0,NO,NO,,,평소에 늘,이것저것 해봤는데 해결은 안되고 그냥 뒤척이다가 지쳐서 잠듭니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
134,26,남성,직장인,7,1,0,0,NO,NO,,,항상 필요해요 ㅠㅠ,유튜브 백색소음 틀고 자용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
135,27,남성,직장인,9,0,0,0,NO,NO,,,매일,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
136,26,남성,직장인,7,0,0,0,NO,NO,,,야근몇일하다보면 잠 몰아서 자줘야합니다,빗소리 틀어놓는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
137,25,남성,학생,7,0,0,0,NO,NO,,,시험 기간,스마트폰을 보다가 눈이 피곤하면 억지로 감고 잠에 듭니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
138,22,남성,시험 준비생,8,0,0,0,NO,NO,,,꾸준한 공부시간을 유지해야할때,뭘 먹거나 눈을 피로하게 합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
139,33,남성,프리랜서,9,0,0,0,NO,NO,,,밤,음악,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
140,24,여성,학생,6,1,0,0,NO,NO,,,시험기간이나 과제기간,커피를 참는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
141,24,여성,직장인,7,0,0,0,NO,NO,,,스트레스 받을 때 / 어쩌다 커피 마셨을 때,유튜브에서 ASMR 틀어놓거나 일부러 아무 생각 안하려고 하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
142,24,남성,시험 준비생,5,1,1,1,오토슬립,수면 분석 리포트,생활 패턴 맞추기(아침에 일찍 일어나기),책 읽어주는 유투브,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
143,32,남성,직장인,7,1,1,0,NO,NO,,,술 마신 다음날 아침,잠이 들때까지 눈을 절대 뜨지 않기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
144,52,여성,프리랜서,5,0,0,0,NO,NO,,,피곤할때,유튜브 시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
145,21,여성,학생,3,1,0,0,NO,NO,,,낮잠을 잔 날 밤 / 술먹은 다음 날,유투브 asmr을 찾아 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
146,25,남성,학생,1,1,0,0,NO,NO,,,주말 낮잠,그냥 잠올때까지 핸드폰 만짐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
147,28,남성,학생,4,1,1,1,오토슬립,수면 모니터링,수면 패턴이 망가졌을 때,자연소리 asmr,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
148,53,남성,직장인,10,0,0,0,NO,NO,,,매일,호흡에 집중,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
149,33,남성,직장인,2,1,0,0,NO,NO,,,특별히 없다,가만 눈을 감고 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
150,21,여성,학생,6,0,0,0,NO,NO,,,시험기간,요리영상같은걸 찾아본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
151,32,남성,직장인,6,0,0,0,NO,NO,,,매일매일,커피,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
152,24,여성,학생,9,1,1,1,오토슬립,수면 모니터링,중요한 날 전날,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
153,21,여성,학생,7,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",과제가 몰렸을 때,"휴일에 몰아자거나 낮잠,쪽잠 잡니다",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
154,20,여성,학생,1,1,0,1,애플 건강 기본 앱,"알람, 수면 모니터링, 수면 분석 리포트","시험기간, 운동 후",책을 읽는다/주파수영상을 틀어둔다/명상을 한다,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,1,1,1,0,0
155,67,남성,프리랜서,10,0,0,0,NO,NO,,,TV 시청,주변인을 귀찮게 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60세 이상,0,0,0,0,0
156,23,남성,학생,3,0,0,0,NO,NO,,,시험기간,커피를 마신다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
157,23,남성,학생,2,0,0,0,NO,NO,,,항상,눈감기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
158,23,남성,학생,3,0,0,0,NO,NO,,,항상,상상의 나래를 펼치거나 졸릴때까지 휴대폰한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
159,23,여성,학생,7,1,1,1,오토슬립,"수면 모니터링, 수면 분석 리포트",스트레스 및 업무가 많을 때,운동을 하거나 피곤한 상태를 유지하다가 잠듭니다,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
160,25,여성,시험 준비생,10,1,1,0,NO,NO,,,특별히 필요한 순간은 없지만 매일매일 컨디션 관리를 위해 규칙적인 수면 습관이 필요하다는 생각을 합니다.,포기하고 일어나서 시간을 보내는 편입니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
161,22,여성,학생,4,1,0,0,NO,NO,,,시험기갘,노래를 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
162,20,남성,학생,6,1,1,0,NO,NO,,,시험기간,유튜브 졸릴때까지 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
163,27,여성,학생,9,1,1,1,슬립사이클,수면 분석 리포트,평상시,수면유도 노래틀고자요,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
164,25,여성,시험 준비생,7,0,0,0,NO,NO,,,평상시,asmr을 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
165,32,남성,직장인,8,0,0,0,NO,NO,,,출근하는날,어떻게든 잠드려고 누워있음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
166,30,여성,직장인,8,1,0,0,NO,NO,,,회사중요한이슈가있어 연차를 쓰지 못하고 반드시 일찍 일어나야할때,해결불가 포기하고 마음을 비웁니다 다음날 늦게일어나도될경우에는 술을 마십니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
167,23,여성,학생,6,0,0,0,NO,NO,,,시험 기간,에너지드링크나 커피,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
168,49,여성,직장인,2,0,0,0,NO,NO,,,잠 설친 다음날,계속 눈을 감고 잠을 청해본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40대,0,0,0,0,0
169,52,여성,직장인,1,0,0,0,NO,NO,,,불면증,휴대폰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
170,27,여성,직장인,6,0,0,0,NO,NO,,,"평일 새벽까지 잠이 안올때, 일요일밤",수면유도영상 찾아보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
171,23,남성,직장인,8,0,0,0,NO,NO,,,일할때,눈을 감고 명상하여 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
172,46,여성,프리랜서,3,0,0,0,NO,NO,,,운동 후 ,억지로 누워 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40대,0,0,0,0,0
173,23,여성,학생,9,0,0,0,NO,NO,,,중요한 일 (ex. 발표가 있을 때) 전날 밤,일어나서 다시 공부를 하면 잠이 와요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
175,24,남성,시험 준비생,8,0,0,0,NO,NO,,,매일...,억지로 잠에 들려고 함,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
176,22,여성,학생,5,0,0,1,애플 건강 앱 내 수면기능,"알람, 수면 분석 리포트",시험 기간,눈 감고 그냥 누워있음,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,1,0,1,0,0
177,32,여성,직장인,7,1,0,1,슬립사이클,알람,주중 (출퇴근에너지소모때문),커피로 잠을깬다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,1,0,0,0,0
178,20,남성,학생,8,0,0,0,NO,NO,,,진행하는 프로젝트로 밤샘이 잦을때,미뤗다가 쉬는 날에 몰아서 잡니다..ㅠㅠㅠㅠ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
179,24,여성,학생,8,0,0,0,NO,NO,,,다음 날 중요한 일이 있어 최상의 컨디션을 가져야 할 때,방법이 없다. 잠이 올 때까지 기다린다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
180,31,남성,직장인,7,0,0,0,NO,NO,,,중요한 일 앞두고,눈감고계속있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
181,26,여성,시험 준비생,8,0,0,0,NO,NO,,,별 이유 없이 유난히 잠이 안오는 날,그냥 눈 감고 누워있어요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
182,36,남성,직장인,7,1,0,0,NO,NO,,,출근을 위해 잠자리에 들시간,안대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
183,23,남성,학생,1,0,0,0,NO,NO,,,코딩하고 나서,잠을 잘잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
184,33,남성,직장인,7,0,0,0,NO,NO,,,잠 안올때,유튜브시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
185,19,남성,학생,6,0,0,0,NO,NO,,,항상,노래를 작게 틀고 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
186,32,남성,직장인,7,0,0,0,NO,NO,,,아침 회의가 있는 전날,눈을 감고 심호흡을 합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
187,32,여성,직장인,9,1,0,1,필로우,"수면 모니터링, 수면 분석 리포트",항상.... ,"침대 눕자마자 골아떨어져서 잠을 못자는 것에 대한 걱정은 없습니다. 다만, 수면의 질이 좋지 못한 것 같아 고민입니다. (참고로 개인정보 수집 이용 동의 ㅠ 이렇게 하시믄 안대여 ㅠ 수집목적, 보유기간 등 고시해야합니다 ㅠ 참고하시라고 전달드려요 ㅠ 화이팅!)",,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,1,1,0,0
188,23,남성,학생,6,0,0,0,NO,NO,,,요즘 겨울잠인건지 항상 졸립니다,"잠에 드는 거 자체에서 불편함을 느낀 적은 없었는데
저는 오히려 잠을 깨기 위한 방법이나 숙면을 위한 솔루션이 필요한 것 같습니다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
189,25,남성,직장인,1,1,1,0,NO,NO,,,야간근무,안잡니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
190,25,남성,학생,8,0,0,1,오토슬립,알람,일요일에서 월요일 넘어갈때,잔잔한 음악듣기,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,0
191,49,남성,직장인,8,0,0,0,NO,NO,,,평일,수면유도제 술,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40대,0,0,0,0,0
192,21,남성,학생,3,1,0,0,NO,NO,,,시합,눈을 감고 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
193,25,남성,학생,8,1,0,1,슬립워치,수면 유도,시험 기간,낮에 몰아서 숙면,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
194,29,여성,직장인,5,0,0,0,NO,NO,,,다음날 중요한 일이 있을때,그냥 계속 눈감고 잠자려고 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
195,25,남성,취준생,3,1,0,0,NO,NO,,,시험기간,폰을 끄고 눈을 감는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
196,14,여성,학생,7,0,0,0,NO,NO,,,시험 기간,그냥 누워서 ASMR 같은 걸 들어요!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
197,56,남성,프리랜서,3,0,0,0,NO,NO,,,피곤할때,눈감고 생각에 잠긴다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
198,33,남성,직장인,9,0,0,0,NO,NO,,,매일매일매순간,걍 눈감고 버틴다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
199,26,남성,직장인,10,0,0,0,NO,NO,,,매일,수면 유도제 먹어요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
200,29,남성,직장인,10,1,0,1,SleepTime,수면 분석 리포트,일요일저녁,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,1,0,0
201,26,남성,학생,3,0,0,0,NO,NO,,,새벽시간,다큐멘터리 시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
202,25,남성,학생,10,0,0,1,알람몬,알람,중요한 스케쥴 전날,안자고 밤샘,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,1,0,0,0,0
203,24,남성,학생,7,1,1,0,NO,NO,,,Pt전,심호흡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
204,22,여성,학생,7,0,0,0,NO,NO,,,시험 기간,5분트릭 시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
205,25,여성,취준생,7,0,0,0,NO,NO,,,평소에 잘때 그냥 깊은 잠을 개운하게 자고싶습니다ㅠㅠ,자려고 일부러 노력하면 역효과가 나길래 그냥 안자고 휴대폰 보면서 눈을 피로하게 하려고 노력해요..🥲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
206,15,남성,학생,8,0,0,0,NO,NO,,,여러 문제로 생각할게 많을때,눈을 감고 다른 생각 해보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
207,34,남성,직장인,7,1,0,0,NO,NO,,,일상,그냥 눈감고 기다립니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
208,20,여성,학생,3,1,0,0,NO,NO,,,시험기간,잠 올때까지 깨있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
209,25,남성,직장인,9,1,1,1,슬립지,"수면 모니터링, 코골이, 이갈이 등 녹음",주말,잔잔한 음악 감상,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,1
210,61,남성,프리랜서,6,1,1,0,NO,NO,,,규칙적인,그냥잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60세 이상,0,0,0,0,0
211,27,남성,직장인,1,0,0,0,NO,NO,,,퇴근 후 다음날 출근을 위해 일찍 자야할때,유튜브 잔잔한 영상 시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
212,13,여성,학생,6,1,1,0,NO,NO,,,시헝 기간,노래 듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
213,24,남성,직장인,10,0,0,1,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음",항상,약복용 (수면유도제),,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,1
214,24,남성,학생,9,0,0,1,기억안남,수면 유도,매일 매일. 늦게잡니다,"안대끼고, 최대한 소리 안들리게. 또는 무거운거 매고 산책나갑니다",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,0,1,0
215,22,여성,학생,8,0,0,0,NO,NO,,,"매일,매순간이요..ㅜㅜ",수업시간에 졸지 않도록 짬내서 자려 노력하고 밤에는 아무생각 하지 않으려고 노력해요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
216,25,남성,학생,8,0,0,0,NO,NO,,,시험기간,수면유도영상을 시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
217,23,여성,학생,10,0,0,0,NO,NO,,,시험 기간,극도로 피곤한 상태가 될 때까지 잠을 이루지 못합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
218,27,남성,프리랜서,10,1,1,1,슬립워치,"수면 모니터링, 수면 분석 리포트",매일,클래식 들으며 잠오기만을 기다립니바,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
219,57,여성,직장인,6,1,0,0,NO,NO,,,운동후,티비를 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
220,23,여성,취준생,3,0,0,0,NO,NO,,,시험기간,안잡니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
221,25,남성,학생,7,0,0,0,NO,NO,,,평소,안잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
222,20,남성,학생,8,1,0,0,NO,NO,,,시험기간,여러가지 생각에 빠진다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
223,22,여성,학생,6,0,0,0,NO,NO,,,시험기간,커피를 마신다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
224,24,여성,학생,3,0,0,1,슬립사이클,수면 유도,밤샘 후,잠이 올때까지 딴 일을 한다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
225,52,여성,직장인,5,0,0,0,NO,NO,,,월요일 출근전,약간의 술,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
226,19,남성,학생,10,0,0,0,NO,NO,,,"고3 입시에 가장 필요함 (대학 면접, 수능, 시험 기간)",잠자는 수면 공간(침대)에서 벗어나서 다른 것들을 하다가 잠이 오면 그때 다시 침실로 돌아감.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
227,23,여성,취준생,3,0,0,0,NO,NO,,,내일 중요한 일이 있을때,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
228,29,여성,직장인,3,0,0,0,NO,NO,,,일이 바쁠때,Asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
229,52,여성,직장인,1,0,0,0,NO,NO,,,스트레스시,멍때리기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
230,22,여성,학생,7,0,0,1,슬립스네일,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,눈 감고 생각 비우기,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,1,1,0,1
231,25,남성,학생,7,0,0,0,NO,NO,,,중요한 일정 전날,술을먹는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
232,25,남성,학생,7,1,0,0,NO,NO,,,출근전에,유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
233,49,여성,직장인,4,0,0,0,NO,NO,,,밤,텔레비젼보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40대,0,0,0,0,0
234,23,여성,시험 준비생,8,0,0,0,NO,NO,,,중요한 일 전 날,따뜻한 물 마시기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
235,27,여성,직장인,7,0,0,0,NO,NO,,,피곤한 날 취침 시간,잠 잘 오는 노래 또는 수면 유도 음악을 듣는다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
236,23,여성,직장인,8,1,1,0,NO,NO,,,밤샘하느라 수면패턴 망가진 상태에서 되돌릴 때,밤을 그냥 새거나 넷플 유튜브 보며 억지로 지치게 해서 피곤한 상태로 만들어서 잡니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
237,25,남성,학생,5,0,0,0,NO,NO,,,시험 기간,잠은 잘잠. 못 일어남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
238,29,남성,취준생,7,1,0,0,NO,NO,,,항상,운동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
239,22,여성,학생,4,1,0,0,NO,NO,,,시험기간,억지로 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
240,26,여성,취준생,10,0,0,0,NO,NO,,,매일,없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
241,25,남성,시험 준비생,8,0,0,0,NO,NO,,,시험기간,공부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
242,23,여성,학생,9,0,0,0,NO,NO,,,방학 기간,주로 유투브를 보거나 영상을 시청하면서 졸음이 올 때까지 기다린다. 새벽 시각까지 시간이 늦어지는 경우가 많아서 좋은 방법은 아닌 것 같다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
243,23,여성,직장인,8,0,0,1,기억안남,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",근무날,정자세로 복식호흡,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,1,1,0,1
244,23,여성,학생,2,0,0,0,NO,NO,,,일정한 수면시간을 채우지 못했을 때,잠이 올 때까지 활동을 함,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
245,25,여성,취준생,7,0,0,0,NO,NO,,,매일 필요해요,계속 누워서 눈을감고있어요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
246,53,남성,직장인,5,0,0,0,NO,NO,,,평소,핸드폰을 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
247,30,남성,학생,3,0,0,0,NO,NO,,,공부및 시험준비,음악듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
248,25,남성,학생,4,0,0,0,NO,NO,,,시험기감,잠이 올때 까지 안잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
249,19,여성,학생,9,0,0,0,NO,NO,,,다이어트 기간,물을 마신 후 명상을 합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
250,23,여성,학생,8,0,0,0,NO,NO,,,매일,누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
251,18,남성,학생,7,0,0,0,NO,NO,,,"시험 기간, 스트레스가 심할때, 바쁜 일정으로 피로가 심할때 잠시라도 쪽잠을 잘수있는 시간이 생겼을때",억지로 잠에 든다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
252,22,남성,직장인,7,1,0,0,NO,NO,,,퇴근 후,이어폰으로 노래 혹은 ASMR을 들으며,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
253,23,여성,학생,6,0,0,0,NO,NO,,,지금 이순간,계속 눈을 감고있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
254,23,여성,학생,8,0,0,0,NO,NO,,,다음날 중요한 일이 있을때,asmr을 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
255,59,남성,직장인,8,0,0,0,NO,NO,,,스트레스가 심한 날,물을 마시고 잠시 앉았다가 다시 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50대,0,0,0,0,0
256,24,남성,학생,3,0,0,0,NO,NO,,,시험기간,에너지음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
257,22,남성,기타,2,0,0,0,NO,NO,,,시험 기간/과제중,낮잠을 20분씩 잔다. 졸리면 여러번. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
258,23,남성,학생,4,0,0,0,NO,NO,,,과제전날밤,커피,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
